Serial number,Part number,Event date,Terminal status,Visual inspection status,Location,Record date,Employee number
403-30002,TRA30311471I,6/10/2024 7:40,Deployed,OK,Ret 2,6/10/2024 7:38,11133
403-30003,TRA30311471I,6/10/2024 7:40,Deployed,OK,Ret 3,6/10/2024 7:38,11133
403-30004,TRA30311471I,6/10/2024 7:40,Deployed,OK,Ret 4,6/10/2024 7:38,11133
403-30005,TRA30311471I,6/10/2024 7:40,Deployed,OK,Ret 5,6/10/2024 7:38,11133
403-30006,TRA30311471I,6/10/2024 7:40,Deployed,OK,Ret 6,6/10/2024 7:38,11133
403-51001,TRA30311471I,6/10/2024 7:39,Deployed,OK,Eco 1,6/10/2024 7:37,11133
403-51002,TRA30311471I,6/10/2024 7:39,Deployed,OK,Eco 2,6/10/2024 7:37,11133
403-51003,TRA30311471I,6/10/2024 7:39,Deployed,OK,Eco 3,6/10/2024 7:37,11133
403-51004,TRA30311471I,6/10/2024 7:39,Deployed,OK,Eco 4,6/10/2024 7:37,11133
403-51005,TRA30311471I,6/10/2024 7:39,Deployed,OK,Eco 5,6/10/2024 7:37,11133
403-51006,TRA30311471I,6/10/2024 7:38,Deployed,OK,Eco 6,6/10/2024 7:36,11133
403-51007,TRA30311471I,6/10/2024 7:38,Deployed,OK,Eco 7,6/10/2024 7:36,11133
403-51008,TRA30311471I,6/10/2024 7:38,Deployed,OK,Eco 8,6/10/2024 7:36,11133
403-51009,TRA30311471I,6/10/2024 7:38,Deployed,OK,Eco 9,6/10/2024 7:36,11133
403-51010,TRA30311471I,6/10/2024 7:37,Deployed,OK,Eco 10,6/10/2024 7:35,11133
403-51011,TRA30311471I,6/10/2024 7:37,Deployed,OK,Eco 11,6/10/2024 7:35,11133
403-51012,TRA30311471I,6/10/2024 7:37,Deployed,OK,Eco 12,6/10/2024 7:35,11133
403-55013,TRA30311471I,6/10/2024 7:36,Deployed,OK,Eco 13,6/10/2024 7:34,11133
403-56014,TRA30311471I,6/10/2024 7:36,Deployed,OK,Eco 14,6/10/2024 7:34,11133
403-57015,TRA30311471I,6/10/2024 7:36,Deployed,OK,Eco 15,6/10/2024 7:34,11133
403-58016,TRA30311471I,6/10/2024 7:34,Deployed,OK,Eco 16,6/10/2024 7:32,11133
403-67017,TRA30311471I,6/10/2024 7:33,Deployed,OK,Eco 17,6/10/2024 7:31,11133
403-68018,TRA30311471I,6/10/2024 7:33,Deployed,OK,Eco 18,6/10/2024 7:31,11133
403-69019,TRA30311471I,6/10/2024 7:33,Deployed,OK,Eco 19,6/10/2024 7:31,11133
403-70020,TRA30311471I,6/10/2024 7:33,Deployed,OK,Eco 20,6/10/2024 7:31,11133
403-71021,TRA30311471I,6/10/2024 7:33,Deployed,OK,Eco 21,6/10/2024 7:31,11133
403-72022,TRA30311471I,6/10/2024 7:33,Deployed,OK,Eco 22,6/10/2024 7:30,11133
403-73023,TRA30311471I,6/10/2024 7:32,Deployed,OK,Eco 23,6/10/2024 7:30,11133
403-74024,TRA30311471I,6/10/2024 7:32,Deployed,OK,Eco 24,6/10/2024 7:30,11133
403-159025,TRA30311471I,6/10/2024 7:32,Deployed,OK,Eco 25,6/10/2024 7:30,11133
403-160226,TRA30311471I,6/10/2024 7:32,Deployed,OK,Eco 26,6/10/2024 7:30,11133
403-161027,TRA30311471I,6/10/2024 7:32,Deployed,OK,Eco 27,6/10/2024 7:30,11133
403-162028,TRA30311471I,6/10/2024 7:31,Deployed,OK,Eco 28,6/10/2024 7:29,11133
403-75029,TRA30311471I,6/10/2024 7:31,Deployed,OK,Eco 29,6/10/2024 7:29,11133
403-76030,TRA30311471I,6/10/2024 7:31,Deployed,OK,Eco 30,6/10/2024 7:29,11133
403-77031,TRA30311471I,6/10/2024 7:31,Deployed,OK,Eco 31,6/10/2024 7:29,11133
403-10001,TRA30311471I,6/10/2024 7:30,Deployed,OK,Kiosk 1,6/10/2024 7:28,11133
403-20002,TRA30311471I,6/10/2024 7:30,Deployed,OK,Kiosk 2,6/10/2024 7:28,11133
403-30003,TRA30311471I,6/10/2024 7:30,Deployed,OK,Kiosk 3,6/10/2024 7:28,11133
403-40004,TRA30311471I,6/10/2024 7:29,Deployed,OK,Kiosk 4,6/10/2024 7:27,11133
403-50005,TRA30311471I,6/10/2024 7:29,Deployed,OK,Kiosk 5,6/10/2024 7:27,11133
403-60006,TRA30311471I,6/10/2024 7:29,Deployed,OK,Kiosk 6,6/10/2024 7:27,11133
403-70007,TRA30311471I,6/10/2024 7:29,Deployed,OK,Kiosk 7,6/10/2024 7:27,11133
403-80008,TRA30311471I,6/10/2024 7:29,Deployed,OK,Kiosk 8,6/10/2024 7:27,11133
403-90009,TRA30311471I,6/10/2024 7:29,Deployed,OK,Kiosk 9,6/10/2024 7:26,11133
403-100011,TRA30311471I,6/10/2024 7:28,Deployed,OK,COW 1,6/10/2024 7:26,11133
403-100012,TRA30311471I,6/10/2024 7:28,Deployed,OK,COW 2,6/10/2024 7:26,11133
403-100013,TRA30311471I,6/10/2024 7:27,Deployed,OK,FOO 1,6/10/2024 7:25,11133
403-100014,TRA30311471I,6/10/2024 7:27,Deployed,OK,FOO 2,6/10/2024 7:25,11133
403-100015,TRA30311471I,6/10/2024 7:27,Deployed,OK,FOO 3,6/10/2024 7:25,11133
403-100016,TRA30311471I,6/10/2024 7:26,Deployed,OK,FOO 4,6/10/2024 7:24,11133
403-200013,TRA30311471I,6/10/2024 7:26,Deployed,OK,HFB 1,6/10/2024 7:24,11133
403-200015,TRA30311471I,6/10/2024 7:25,Deployed,OK,HFB 3,6/10/2024 7:23,11133
403-200014,TRA30311471I,6/10/2024 7:24,Deployed,OK,HFB 2,6/10/2024 7:22,11133
403-200015,TRA30311471I,6/10/2024 7:22,Deployed,OK,HFB 3,6/10/2024 7:20,11133
403-51001,TRA30311471I,6/7/2024 7:29,Deployed,OK,Eco 1,6/7/2024 7:27,99999
403-51002,TRA30311471I,6/7/2024 7:29,Deployed,OK,Eco 2,6/7/2024 7:27,99999
403-51003,TRA30311471I,6/7/2024 7:28,Deployed,OK,Eco 3,6/7/2024 7:26,99999
403-51004,TRA30311471I,6/7/2024 7:28,Deployed,OK,Eco 4,6/7/2024 7:26,99999
403-51005,TRA30311471I,6/7/2024 7:28,Deployed,OK,Eco 5,6/7/2024 7:26,99999
403-51006,TRA30311471I,6/7/2024 7:28,Deployed,OK,Eco 6,6/7/2024 7:26,99999
403-51007,TRA30311471I,6/7/2024 7:28,Deployed,OK,Eco 7,6/7/2024 7:26,99999
403-51008,TRA30311471I,6/7/2024 7:27,Deployed,OK,Eco 8,6/7/2024 7:26,99999
403-51009,TRA30311471I,6/7/2024 7:27,Deployed,OK,Eco 9,6/7/2024 7:25,99999
403-51010,TRA30311471I,6/7/2024 7:27,Deployed,OK,Eco 10,6/7/2024 7:25,99999
403-51011,TRA30311471I,6/7/2024 7:27,Deployed,OK,Eco 11,6/7/2024 7:25,99999
403-51012,TRA30311471I,6/7/2024 7:27,Deployed,OK,Eco 12,6/7/2024 7:25,99999
403-30001,TRA30311471I,6/7/2024 7:25,Deployed,OK,Ret 1,6/7/2024 7:23,99999
403-30002,TRA30311471I,6/7/2024 7:24,Deployed,OK,Ret 2,6/7/2024 7:22,99999
403-30003,TRA30311471I,6/7/2024 7:24,Deployed,OK,Ret 3,6/7/2024 7:22,99999
403-30004,TRA30311471I,6/7/2024 7:24,Deployed,OK,Ret 4,6/7/2024 7:22,99999
403-30005,TRA30311471I,6/7/2024 7:24,Deployed,OK,Ret 5,6/7/2024 7:22,99999
403-30006,TRA30311471I,6/7/2024 7:24,Deployed,OK,Ret 6,6/7/2024 7:22,99999
403-55013,TRA30311471I,6/7/2024 7:22,Deployed,OK,Eco 13,6/7/2024 7:20,99999
403-56014,TRA30311471I,6/7/2024 7:22,Deployed,OK,Eco 14,6/7/2024 7:20,99999
403-57015,TRA30311471I,6/7/2024 7:22,Deployed,OK,Eco 15,6/7/2024 7:20,99999
403-58016,TRA30311471I,6/7/2024 7:20,Deployed,OK,Eco 16,6/7/2024 7:18,99999
403-67017,TRA30311471I,6/7/2024 7:20,Deployed,OK,Eco 17,6/7/2024 7:18,99999
403-68018,TRA30311471I,6/7/2024 7:19,Deployed,OK,Eco 18,6/7/2024 7:17,99999
403-69019,TRA30311471I,6/7/2024 7:19,Deployed,OK,Eco 19,6/7/2024 7:17,99999
403-70020,TRA30311471I,6/7/2024 7:19,Deployed,OK,Eco 20,6/7/2024 7:17,99999
403-71021,TRA30311471I,6/7/2024 7:19,Deployed,OK,Eco 21,6/7/2024 7:17,99999
403-72022,TRA30311471I,6/7/2024 7:19,Deployed,OK,Eco 22,6/7/2024 7:17,99999
403-73023,TRA30311471I,6/7/2024 7:18,Deployed,OK,Eco 23,6/7/2024 7:16,99999
403-74024,TRA30311471I,6/7/2024 7:15,Deployed,OK,Eco 24,6/7/2024 7:13,99999
403-159025,TRA30311471I,6/7/2024 7:15,Deployed,OK,Eco 25,6/7/2024 7:13,99999
403-160226,TRA30311471I,6/7/2024 7:15,Deployed,OK,Eco 26,6/7/2024 7:13,99999
403-161027,TRA30311471I,6/7/2024 7:15,Deployed,OK,Eco 27,6/7/2024 7:13,99999
403-162028,TRA30311471I,6/7/2024 7:14,Deployed,OK,Eco 28,6/7/2024 7:12,99999
403-75029,TRA30311471I,6/7/2024 7:14,Deployed,OK,Eco 29,6/7/2024 7:12,99999
403-76030,TRA30311471I,6/7/2024 7:14,Deployed,OK,Eco 30,6/7/2024 7:12,99999
403-77031,TRA30311471I,6/7/2024 7:14,Deployed,OK,Eco 31,6/7/2024 7:12,99999
403-10001,TRA30311471I,6/7/2024 7:13,Deployed,OK,Kiosk 1,6/7/2024 7:11,99999
403-20002,TRA30311471I,6/7/2024 7:13,Deployed,OK,Kiosk 2,6/7/2024 7:11,99999
403-30003,TRA30311471I,6/7/2024 7:13,Deployed,OK,Kiosk 3,6/7/2024 7:11,99999
403-40004,TRA30311471I,6/7/2024 7:13,Deployed,OK,Kiosk 4,6/7/2024 7:11,99999
403-50005,TRA30311471I,6/7/2024 7:13,Deployed,OK,Kiosk 5,6/7/2024 7:11,99999
403-60006,TRA30311471I,6/7/2024 7:12,Deployed,OK,Kiosk 6,6/7/2024 7:10,99999
403-70007,TRA30311471I,6/7/2024 7:12,Deployed,OK,Kiosk 7,6/7/2024 7:10,99999
403-80008,TRA30311471I,6/7/2024 7:12,Deployed,OK,Kiosk 8,6/7/2024 7:10,99999
403-90009,TRA30311471I,6/7/2024 7:12,Deployed,OK,Kiosk 9,6/7/2024 7:10,99999
403-100011,TRA30311471I,6/7/2024 7:11,Deployed,OK,COW 1,6/7/2024 7:09,99999
403-100012,TRA30311471I,6/7/2024 7:11,Deployed,OK,COW 2,6/7/2024 7:09,99999
403-100013,TRA30311471I,6/7/2024 7:10,Deployed,OK,FOO 1,6/7/2024 7:08,99999
403-100014,TRA30311471I,6/7/2024 7:10,Deployed,OK,FOO 2,6/7/2024 7:08,99999
403-100015,TRA30311471I,6/7/2024 7:10,Deployed,OK,FOO 3,6/7/2024 7:08,99999
403-100016,TRA30311471I,6/7/2024 7:10,Deployed,OK,FOO 4,6/7/2024 7:08,99999
403-200013,TRA30311471I,6/7/2024 7:09,Deployed,OK,HFB 1,6/7/2024 7:07,99999
403-200016,TRA30311471I,6/7/2024 7:08,Deployed,OK,HFB 4,6/7/2024 7:06,99999
403-200014,TRA30311471I,6/7/2024 7:07,Deployed,OK,HFB 2,6/7/2024 7:05,99999
403-200015,TRA30311471I,6/7/2024 7:05,Deployed,OK,HFB 3,6/7/2024 7:03,99999
403-30001,TRA30311471I,6/3/2024 7:40,Deployed,OK,Ret 1,6/3/2024 7:38,22222
403-30002,TRA30311471I,6/3/2024 7:38,Deployed,OK,Ret 2,6/3/2024 7:36,22222
403-30003,TRA30311471I,6/3/2024 7:38,Deployed,OK,Ret 3,6/3/2024 7:36,22222
403-30004,TRA30311471I,6/3/2024 7:38,Deployed,OK,Ret 4,6/3/2024 7:36,22222
403-30005,TRA30311471I,6/3/2024 7:38,Deployed,OK,Ret 5,6/3/2024 7:36,22222
403-30006,TRA30311471I,6/3/2024 7:37,Deployed,OK,Ret 6,6/3/2024 7:36,22222
403-51001,TRA30311471I,6/3/2024 7:37,Deployed,OK,Eco 1,6/3/2024 7:35,22222
403-51002,TRA30311471I,6/3/2024 7:37,Deployed,OK,Eco 2,6/3/2024 7:35,22222
403-51003,TRA30311471I,6/3/2024 7:36,Deployed,OK,Eco 3,6/3/2024 7:34,22222
403-51004,TRA30311471I,6/3/2024 7:36,Deployed,OK,Eco 4,6/3/2024 7:35,22222
403-51005,TRA30311471I,6/3/2024 7:36,Deployed,OK,Eco 5,6/3/2024 7:34,22222
403-51006,TRA30311471I,6/3/2024 7:36,Deployed,OK,Eco 6,6/3/2024 7:34,22222
403-51007,TRA30311471I,6/3/2024 7:36,Deployed,OK,Eco 7,6/3/2024 7:34,22222
403-51008,TRA30311471I,6/3/2024 7:35,Deployed,OK,Eco 8,6/3/2024 7:33,22222
403-51009,TRA30311471I,6/3/2024 7:35,Deployed,OK,Eco 9,6/3/2024 7:33,22222
403-51010,TRA30311471I,6/3/2024 7:35,Deployed,OK,Eco 10,6/3/2024 7:33,22222
403-51011,TRA30311471I,6/3/2024 7:35,Deployed,OK,Eco 11,6/3/2024 7:33,22222
403-51012,TRA30311471I,6/3/2024 7:34,Deployed,OK,Eco 12,6/3/2024 7:33,22222
403-55013,TRA30311471I,6/3/2024 7:34,Deployed,OK,Eco 13,6/3/2024 7:32,22222
403-56014,TRA30311471I,6/3/2024 7:34,Deployed,OK,Eco 14,6/3/2024 7:33,22222
403-57015,TRA30311471I,6/3/2024 7:34,Deployed,OK,Eco 15,6/3/2024 7:33,22222
403-58016,TRA30311471I,6/3/2024 7:31,Deployed,OK,Eco 16,6/3/2024 7:29,22222
403-67017,TRA30311471I,6/3/2024 7:31,Deployed,OK,Eco 17,6/3/2024 7:29,22222
403-68018,TRA30311471I,6/3/2024 7:30,Deployed,OK,Eco 18,6/3/2024 7:28,22222
403-69019,TRA30311471I,6/3/2024 7:29,Deployed,OK,Eco 19,6/3/2024 7:28,22222
403-70020,TRA30311471I,6/3/2024 7:29,Deployed,OK,Eco 20,6/3/2024 7:27,22222
403-71021,TRA30311471I,6/3/2024 7:28,Deployed,OK,Eco 21,6/3/2024 7:26,22222
403-72022,TRA30311471I,6/3/2024 7:28,Deployed,OK,Eco 22,6/3/2024 7:26,22222
403-73023,TRA30311471I,6/3/2024 7:28,Deployed,OK,Eco 23,6/3/2024 7:26,22222
403-74024,TRA30311471I,6/3/2024 7:28,Deployed,OK,Eco 24,6/3/2024 7:26,22222
403-159025,TRA30311471I,6/3/2024 7:28,Deployed,OK,Eco 25,6/3/2024 7:26,22222
403-160226,TRA30311471I,6/3/2024 7:28,Deployed,OK,Eco 26,6/3/2024 7:26,22222
403-161027,TRA30311471I,6/3/2024 7:27,Deployed,OK,Eco 27,6/3/2024 7:26,22222
403-162028,TRA30311471I,6/3/2024 7:27,Deployed,OK,Eco 28,6/3/2024 7:25,22222
403-75029,TRA30311471I,6/3/2024 7:27,Deployed,OK,Eco 29,6/3/2024 7:25,22222
403-76030,TRA30311471I,6/3/2024 7:27,Deployed,OK,Eco 30,6/3/2024 7:25,22222
403-77031,TRA30311471I,6/3/2024 7:27,Deployed,OK,Eco 31,6/3/2024 7:25,22222
403-100011,TRA30311471I,6/3/2024 7:24,Deployed,OK,COW 1,6/3/2024 7:22,22222
403-100012,TRA30311471I,6/3/2024 7:24,Deployed,OK,COW 2,6/3/2024 7:22,22222
403-100013,TRA30311471I,6/3/2024 7:23,Deployed,OK,FOO 1,6/3/2024 7:21,22222
403-100014,TRA30311471I,6/3/2024 7:23,Deployed,OK,FOO 2,6/3/2024 7:21,22222
403-100015,TRA30311471I,6/3/2024 7:23,Deployed,OK,FOO 3,6/3/2024 7:21,22222
403-100016,TRA30311471I,6/3/2024 7:22,Deployed,OK,FOO 4,6/3/2024 7:20,22222
403-200013,TRA30311471I,6/3/2024 7:21,Deployed,OK,HFB 1,6/3/2024 7:19,22222
403-200014,TRA30311471I,6/3/2024 7:21,Deployed,OK,HFB 2,6/3/2024 7:19,22222
403-200015,TRA30311471I,6/3/2024 7:20,Deployed,OK,HFB 3,6/3/2024 7:18,22222
403-200016,TRA30311471I,6/3/2024 7:18,Deployed,OK,HFB 4,6/3/2024 7:16,22222
403-200013,TRA30311471I,8/30/2024 7:29,Deployed,OK,HFB 1,8/30/2024 7:25,77777
403-200014,TRA30311471I,8/30/2024 7:26,Deployed,OK,HFB 2,8/30/2024 7:22,77777
403-200015,TRA30311471I,8/30/2024 7:24,Deployed,OK,HFB 3,8/30/2024 7:20,77777
403-100011,TRA30311471I,8/30/2024 7:22,Deployed,OK,COW 1,8/30/2024 7:19,77777
403-100012,TRA30311471I,8/30/2024 7:22,Deployed,OK,COW 2,8/30/2024 7:19,77777
403-100013,TRA30311471I,8/30/2024 7:22,Deployed,OK,FOO 1,8/30/2024 7:18,77777
403-100014,TRA30311471I,8/30/2024 7:21,Deployed,OK,FOO 2,8/30/2024 7:18,77777
403-100015,TRA30311471I,8/30/2024 7:21,Deployed,OK,FOO 3,8/30/2024 7:18,77777
403-100016,TRA30311471I,8/30/2024 7:21,Deployed,OK,FOO 4,8/30/2024 7:18,77777
403-10001,TRA30311471I,8/30/2024 7:20,Deployed,OK,Kiosk 1,8/30/2024 7:16,77777
403-20002,TRA30311471I,8/30/2024 7:19,Deployed,OK,Kiosk 2,8/30/2024 7:16,77777
403-30003,TRA30311471I,8/30/2024 7:19,Deployed,OK,Kiosk 3,8/30/2024 7:16,77777
403-40004,TRA30311471I,8/30/2024 7:19,Deployed,OK,Kiosk 4,8/30/2024 7:15,77777
403-50005,TRA30311471I,8/30/2024 7:18,Deployed,OK,Kiosk 5,8/30/2024 7:15,77777
403-60006,TRA30311471I,8/30/2024 7:18,Deployed,OK,Kiosk 6,8/30/2024 7:15,77777
403-70007,TRA30311471I,8/30/2024 7:18,Deployed,OK,Kiosk 7,8/30/2024 7:14,77777
403-80008,TRA30311471I,8/30/2024 7:17,Deployed,OK,Kiosk 8,8/30/2024 7:14,77777
403-90009,TRA30311471I,8/30/2024 7:17,Deployed,OK,Kiosk 9,8/30/2024 7:14,77777
403-30001,TRA30311471I,8/30/2024 7:17,Deployed,OK,Ret 1,8/30/2024 7:14,77777
403-30002,TRA30311471I,8/30/2024 7:16,Deployed,OK,Ret 2,8/30/2024 7:13,77777
403-30003,TRA30311471I,8/30/2024 7:16,Deployed,OK,Ret 3,8/30/2024 7:13,77777
403-30004,TRA30311471I,8/30/2024 7:16,Deployed,OK,Ret 4,8/30/2024 7:12,77777
403-30005,TRA30311471I,8/30/2024 7:16,Deployed,OK,Ret 5,8/30/2024 7:12,77777
403-30006,TRA30311471I,8/30/2024 7:15,Deployed,OK,Ret 6,8/30/2024 7:12,77777
403-51001,TRA30311471I,8/30/2024 7:15,Deployed,OK,Eco 1,8/30/2024 7:11,77777
403-51002,TRA30311471I,8/30/2024 7:15,Deployed,OK,Eco 2,8/30/2024 7:11,77777
403-51003,TRA30311471I,8/30/2024 7:14,Deployed,OK,Eco 3,8/30/2024 7:11,77777
403-51004,TRA30311471I,8/30/2024 7:14,Deployed,OK,Eco 4,8/30/2024 7:11,77777
403-51005,TRA30311471I,8/30/2024 7:14,Deployed,OK,Eco 5,8/30/2024 7:10,77777
403-51006,TRA30311471I,8/30/2024 7:14,Deployed,OK,Eco 6,8/30/2024 7:10,77777
403-51007,TRA30311471I,8/30/2024 7:13,Deployed,OK,Eco 7,8/30/2024 7:10,77777
403-51008,TRA30311471I,8/30/2024 7:13,Deployed,OK,Eco 8,8/30/2024 7:10,77777
403-51009,TRA30311471I,8/30/2024 7:13,Deployed,OK,Eco 9,8/30/2024 7:10,77777
403-51010,TRA30311471I,8/30/2024 7:13,Deployed,OK,Eco 10,8/30/2024 7:09,77777
403-51011,TRA30311471I,8/30/2024 7:13,Deployed,OK,Eco 11,8/30/2024 7:09,77777
403-51012,TRA30311471I,8/30/2024 7:12,Deployed,OK,Eco 12,8/30/2024 7:08,77777
403-55013,TRA30311471I,8/30/2024 7:11,Deployed,OK,Eco 13,8/30/2024 7:08,77777
403-56014,TRA30311471I,8/30/2024 7:11,Deployed,OK,Eco 14,8/30/2024 7:08,77777
403-57015,TRA30311471I,8/30/2024 7:11,Deployed,OK,Eco 15,8/30/2024 7:08,77777
403-58016,TRA30311471I,8/30/2024 7:11,Deployed,OK,Eco 16,8/30/2024 7:07,77777
403-67017,TRA30311471I,8/30/2024 7:11,Deployed,OK,Eco 17,8/30/2024 7:07,77777
403-68018,TRA30311471I,8/30/2024 7:10,Deployed,OK,Eco 18,8/30/2024 7:07,77777
403-69019,TRA30311471I,8/30/2024 7:10,Deployed,OK,Eco 19,8/30/2024 7:07,77777
403-70020,TRA30311471I,8/30/2024 7:10,Deployed,OK,Eco 20,8/30/2024 7:07,77777
403-71021,TRA30311471I,8/30/2024 7:10,Deployed,OK,Eco 21,8/30/2024 7:06,77777
403-72022,TRA30311471I,8/30/2024 7:10,Deployed,OK,Eco 22,8/30/2024 7:06,77777
403-73023,TRA30311471I,8/30/2024 7:09,Deployed,OK,Eco 23,8/30/2024 7:06,77777
403-74024,TRA30311471I,8/30/2024 7:09,Deployed,OK,Eco 24,8/30/2024 7:06,77777
403-159025,TRA30311471I,8/30/2024 7:09,Deployed,OK,Eco 25,8/30/2024 7:06,77777
403-160226,TRA30311471I,8/30/2024 7:09,Deployed,OK,Eco 26,8/30/2024 7:05,77777
403-161027,TRA30311471I,8/30/2024 7:09,Deployed,OK,Eco 27,8/30/2024 7:05,77777
403-162028,TRA30311471I,8/30/2024 7:08,Deployed,OK,Eco 28,8/30/2024 7:05,77777
403-75029,TRA30311471I,8/30/2024 7:08,Deployed,OK,Eco 29,8/30/2024 7:04,77777
403-76030,TRA30311471I,8/30/2024 7:07,Deployed,OK,Eco 30,8/30/2024 7:04,77777
403-77031,TRA30311471I,8/30/2024 7:07,Deployed,OK,Eco 31,8/30/2024 7:04,77777
403-200013,TRA30311471I,8/23/2024 10:52,Deployed,OK,HFB 1,8/23/2024 10:54,77777
403-200014,TRA30311471I,8/23/2024 10:48,Deployed,OK,HFB 2,8/23/2024 10:45,77777
403-200015,TRA30311471I,8/23/2024 10:47,Deployed,OK,HFB 3,8/23/2024 10:44,77777
403-100011,TRA30311471I,8/23/2024 10:46,Deployed,OK,COW 1,8/23/2024 10:43,77777
403-100012,TRA30311471I,8/23/2024 10:45,Deployed,OK,COW 2,8/23/2024 10:42,77777
403-100013,TRA30311471I,8/23/2024 10:44,Deployed,OK,FOO 1,8/23/2024 10:41,77777
403-100014,TRA30311471I,8/23/2024 10:44,Deployed,OK,FOO 2,8/23/2024 10:41,77777
403-100015,TRA30311471I,8/23/2024 10:43,Deployed,OK,FOO 3,8/23/2024 10:40,77777
403-100016,TRA30311471I,8/23/2024 10:42,Deployed,OK,FOO 4,8/23/2024 10:39,77777
403-100015,TRA30311471I,8/23/2024 10:42,Deployed,OK,FOO 3,8/23/2024 10:38,77777
403-30001,TRA30311471I,8/23/2024 10:34,Deployed,OK,Ret 1,8/23/2024 10:31,77777
403-30002,TRA30311471I,8/23/2024 10:33,Deployed,OK,Ret 2,8/23/2024 10:30,77777
403-30003,TRA30311471I,8/23/2024 10:33,Deployed,OK,Ret 3,8/23/2024 10:30,77777
403-30004,TRA30311471I,8/23/2024 10:33,Deployed,OK,Ret 4,8/23/2024 10:30,77777
403-30005,TRA30311471I,8/23/2024 10:33,Deployed,OK,Ret 5,8/23/2024 10:30,77777
403-30006,TRA30311471I,8/23/2024 10:33,Deployed,OK,Ret 6,8/23/2024 10:29,77777
403-70007,TRA30311471I,8/23/2024 10:32,Deployed,OK,Ret 7,8/23/2024 10:29,77777
403-51001,TRA30311471I,8/23/2024 10:31,Deployed,OK,Eco 1,8/23/2024 10:53,77777
403-51002,TRA30311471I,8/23/2024 10:28,Deployed,OK,Eco 2,8/23/2024 10:25,77777
403-51003,TRA30311471I,8/23/2024 10:27,Deployed,OK,Eco 3,8/23/2024 10:24,77777
403-51004,TRA30311471I,8/23/2024 10:26,Deployed,OK,Eco 4,8/23/2024 10:23,77777
403-51005,TRA30311471I,8/23/2024 10:25,Deployed,OK,Eco 5,8/23/2024 10:22,77777
403-51006,TRA30311471I,8/23/2024 10:24,Deployed,OK,Eco 6,8/23/2024 10:21,77777
403-51007,TRA30311471I,8/23/2024 10:24,Deployed,OK,Eco 7,8/23/2024 10:20,77777
403-51008,TRA30311471I,8/23/2024 10:21,Deployed,OK,Eco 8,8/23/2024 10:18,77777
403-10001,TRA30311471I,8/23/2024 10:21,Deployed,OK,Kiosk 1,8/23/2024 10:17,77777
403-20002,TRA30311471I,8/23/2024 10:20,Deployed,OK,Kiosk 2,8/23/2024 10:17,77777
403-51009,TRA30311471I,8/23/2024 10:19,Deployed,OK,Eco 9,8/23/2024 10:16,77777
403-51010,TRA30311471I,8/23/2024 10:18,Deployed,OK,Eco 10,8/23/2024 10:15,77777
403-51011,TRA30311471I,8/23/2024 10:17,Deployed,OK,Eco 11,8/23/2024 10:14,77777
403-51012,TRA30311471I,8/23/2024 10:17,Deployed,OK,Eco 12,8/23/2024 10:14,77777
403-30003,TRA30311471I,8/23/2024 10:17,Deployed,OK,Kiosk 3,8/23/2024 10:13,77777
403-40004,TRA30311471I,8/23/2024 10:16,Deployed,OK,Kiosk 4,8/23/2024 10:13,77777
403-50005,TRA30311471I,8/23/2024 10:16,Deployed,OK,Kiosk 5,8/23/2024 10:13,77777
403-60006,TRA30311471I,8/23/2024 10:16,Deployed,OK,Kiosk 6,8/23/2024 10:12,77777
403-70007,TRA30311471I,8/23/2024 10:15,Deployed,OK,Kiosk 7,8/23/2024 10:12,77777
403-80008,TRA30311471I,8/23/2024 10:14,Deployed,OK,Kiosk 8,8/23/2024 10:11,77777
403-90009,TRA30311471I,8/23/2024 10:13,Deployed,OK,Kiosk 9,8/23/2024 10:10,77777
403-55013,TRA30311471I,8/23/2024 10:11,Deployed,OK,Eco 13,8/23/2024 10:08,77777
403-56014,TRA30311471I,8/23/2024 10:11,Deployed,OK,Eco 14,8/23/2024 10:08,77777
403-57015,TRA30311471I,8/23/2024 10:11,Deployed,OK,Eco 15,8/23/2024 10:07,77777
403-58016,TRA30311471I,8/23/2024 10:10,Deployed,OK,Eco 16,8/23/2024 10:07,77777
403-67017,TRA30311471I,8/23/2024 10:10,Deployed,OK,Eco 17,8/23/2024 10:07,77777
403-68018,TRA30311471I,8/23/2024 10:10,Deployed,OK,Eco 18,8/23/2024 10:06,77777
403-69019,TRA30311471I,8/23/2024 10:07,Deployed,OK,Eco 19,8/23/2024 10:04,77777
403-70020,TRA30311471I,8/23/2024 10:07,Deployed,OK,Eco 20,8/23/2024 10:04,77777
403-71021,TRA30311471I,8/23/2024 10:05,Deployed,OK,Eco 21,8/23/2024 10:01,77777
403-72022,TRA30311471I,8/23/2024 10:04,Deployed,OK,Eco 22,8/23/2024 10:01,77777
403-73023,TRA30311471I,8/23/2024 10:04,Deployed,OK,Eco 23,8/23/2024 10:01,77777
403-74024,TRA30311471I,8/23/2024 10:04,Deployed,OK,Eco 24,8/23/2024 10:01,77777
403-159025,TRA30311471I,8/23/2024 10:04,Deployed,OK,Eco 25,8/23/2024 10:00,77777
403-160226,TRA30311471I,8/23/2024 10:03,Deployed,OK,Eco 26,8/23/2024 10:00,77777
403-161027,TRA30311471I,8/23/2024 10:03,Deployed,OK,Eco 27,8/23/2024 10:00,77777
403-162028,TRA30311471I,8/23/2024 10:03,Deployed,OK,Eco 28,8/23/2024 10:00,77777
