Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
A. ?ernomordijs,Riga FC,Riga FC,RCB,26,400000,,26,2275,2,3.51,0,0.59,14.56,66.03,Latvia,Latvia,right,190,78,no,7.2,5.18,66.41,5.5,69.78,0.08,0.13,0.51,3.68,6.11,1.23,6,0.24,0,0,0.47,0.08,2,0.08,0.14,2,0.08,20,0.79,25,10,0,0.16,25,0.04,0,0.08,50,0,0.4,60,1.74,52.27,1.38,2.22,35.01,0.36,0.63,50.95,90.14,20.77,84.19,2.53,92.19,23.22,95.4,45.69,93.77,5.1,59.69,21.28,32.27,0.02,0.32,0.08,0.04,0.04,0,0.04,9.57,81.4,0.47,33.33,0.28,42.86,0.32,0.04,11.43,80.97,0,,0,,0,0,0,0,,,1.54,,,0,0,0,0,0,0
R. Jurkovskis,Riga FC,Riga FC,"RB, RWB",26,400000,,22,1743,2,3.29,3,3.09,18.8,58.52,Latvia,Latvia,right,187,73,no,8.73,6.45,69.6,2.53,71.43,0.77,1.27,0.31,3.46,5.69,0.83,1,0.05,0,0,5.99,0.1,2,0.1,0.17,0,0,24,1.24,20.83,8.333,0.15,6.61,31.25,0.1,50,6.45,30.4,0.41,4.91,69.47,7.64,51.35,3.46,3.67,30.15,2.01,0.26,45.13,74.49,17.3,72.84,4.96,92.71,16.37,73.19,34.29,85.54,4.6,48.31,19.92,32.55,0.16,1.86,0,0,0.46,55.56,1.08,5.73,73.87,6.35,49.59,0.26,40,1.91,2.07,11.15,78.24,0,,0,,0,0,0,0,,,0.15,,,0.05,0,0,0,0,0
D. Balodis,Valmiera FC,Valmiera FC,RCB,25,400000,2024-12-31,25,2244,1,1.65,0,0.09,12.63,63.49,Latvia,Latvia,right,189,78,no,7.7,4.33,74.07,5.09,59.06,0.24,0.38,0.76,4.25,6.63,0.52,4,0.16,0,0,0.56,0.04,1,0.04,0.07,1,0.04,10,0.4,30,10,0,0.4,50,0.04,100,0.36,44.44,0.04,0.24,100,0.92,52.17,0.52,1.16,33.41,0.68,0.44,49.97,87.08,23.86,79.33,2.73,97.06,19.69,95.72,41.75,93.18,7.82,56.41,23.12,41.6,0,0.12,0,0,0,0,0,8.7,69.59,1.08,37.04,0.16,25,0.24,0.2,11.87,80.41,0,,0,,0,0,0,0,,,2.49,,,0,0,0,0,0,0
R. Sava?nieks,RFS,RFS,"RB, RWB",30,400000,2024-12-31,21,1640,1,0.78,6,5.3,12.18,49.55,Latvia,Latvia,right,169,75,no,7.08,5.54,51.49,1.54,50,0.33,0.51,0.27,3.9,6.03,0.66,1,0.05,0,0,3.79,0.05,1,0.05,0.04,0,0,12,0.66,33.33,8.333,0.33,5.6,49.02,0.16,66.67,5.43,48.48,0.93,1.04,57.89,3.24,47.46,1.59,1.04,31.5,2.8,0.66,42.26,76.62,16.41,72.58,6.48,92.37,13.01,75.11,31.17,85.92,5.71,50.96,20.41,33.58,0.29,2.2,0.05,0,0.33,66.67,0.77,5.6,66.67,4.72,58.14,0.33,50,0.66,2.52,12.24,79.37,0,,0,,0,0,0,0,,,0.49,,,1.15,0.11,100,3.95,0,0
P. Mareš,RFS,RFS,LB,32,400000,,26,2151,4,2.65,7,8.76,14.23,52.35,Czech Republic,Czech Republic,left,183,79,no,9.67,7.78,58.06,1.13,51.85,0.08,0.12,0.25,5.06,7.27,1.09,8,0.33,0,0,4.31,0.17,3,0.13,0.11,0,0,33,1.38,24.24,12.121,0.29,6.65,42.77,6.53,43.59,0.04,0,1.26,1.42,67.65,3.31,46.84,1.76,1.92,40.13,2.59,0.79,52.8,76.23,18.37,69.25,7.95,93.16,18.45,76.87,39.62,85.96,7.07,51.48,20.78,39.41,0.37,2.85,0.17,0.08,0.42,40,1.05,7.91,66.67,7.41,55.93,0.88,28.57,1.97,2.97,15.23,80.49,0,,0,,0,0,0,0,,,0.38,,,2.05,0.29,0,3.81,1,100
A. Mylchenko,Valmiera FC,Valmiera FC,RCMF,23,400000,2024-06-30,1,41,0,0,0,0,,,Ukraine,Ukraine,right,175,70,no,,,,,,,0,,,9,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0
A. Taiwo,Riga FC,Riga FC,CF,25,375000,2025-06-30,5,267,3,2.51,0,0.06,27.98,36.14,Nigeria,Nigeria,right,185,80,no,4.38,4.04,75,3.37,20,0.34,0.57,0,1.01,1.7,2.02,0,0,0,0,4.38,1.01,3,1.01,0.85,0,0,9,3.03,55.56,33.333,0,1.35,25,0.67,0,0.34,0,0.34,4.38,53.85,16.52,32.65,9.1,1.69,12.13,1.01,1.69,16.85,74,2.02,50,6.07,94.44,5.39,62.5,15.17,77.78,0.34,100,14.67,5.5,0.02,0.67,0,0,0,0,0,0.67,50,0.34,100,0,0,0.34,0.34,1.01,33.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. Contreras,Riga FC,Riga FC,CF,23,375000,2025-06-30,6,424,5,4.93,1,0.46,19.53,42.39,Costa Rica,Costa Rica,right,180,74,no,4.88,3.61,58.82,4.88,26.09,0.21,0.36,0.42,2.55,4.34,1.49,1,0.21,0,0,4.88,1.06,5,1.06,1.05,0,0,20,4.25,55,25,0.21,1.27,50,0,0,1.27,50,0.21,2.97,64.29,8.28,46.15,8.7,1.06,14.01,2.12,0.85,20.8,75.51,4.03,63.16,6.37,86.67,4.03,73.68,19.53,77.17,0.21,100,12.76,7.64,0.1,1.06,0.21,0,0.64,0,0.85,1.49,57.14,2.33,54.55,0.64,0,1.49,0.64,2.33,81.82,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
M. Soisalo,Riga FC,Riga FC,"RW, RWF, RAMF",25,350000,2024-12-31,21,1231,4,5.84,3,5.13,20.62,46.45,Finland,Finland,right,181,73,no,5.7,5.56,60.53,1.97,18.52,0,0,0.07,2.34,3.97,1.1,1,0.07,0,0,7.68,0.29,4,0.29,0.43,0,0,37,2.71,35.14,10.811,0.22,6.29,39.53,0.51,42.86,5.78,39.24,0.88,6.14,65.48,10.53,47.92,6.43,2.41,19.74,1.75,0.22,30.05,74.7,5.19,70.42,9.29,92.13,9.72,72.93,22.81,85.26,1.1,53.33,19.9,13.28,0.37,2.56,0,0,0.29,75,1.39,1.46,70,4.46,59.02,0.22,66.67,2.12,2.27,5.34,90.41,0,,0,,0,0,0,0,,,0,,,0.8,0.51,28.57,3,0,0
Rangel,Riga FC,Riga FC,CF,28,350000,,8,156,1,0.99,0,0.29,21.92,39.47,Brazil,Brazil,right,185,75,no,9.81,5.77,80,8.08,35.71,0,0,0,5.19,10.8,2.31,1,0.58,1,0.58,2.31,0.58,1,0.58,0.57,0,0,6,3.46,50,16.667,0,1.73,33.33,0,0,1.73,33.33,0,0.58,0,5.77,10,11.54,1.15,15,2.31,0.58,19.62,82.35,1.15,50,5.19,100,8.65,86.67,16.73,86.21,1.15,100,16.79,3.19,0.17,2.31,0.58,0,0,0,0,0,0,1.73,100,0,0,2.31,0.58,1.73,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
