Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
D. Scherhant,Hertha BSC,Hertha BSC II,,20,700000,2027-06-30,13,1125,9,0,0,0,,,Germany,Germany,,185,78,no,,,,,,,0,,,0,,1,0.08,0,0,,0.72,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0
T. Kastanaras,Stuttgart,Stuttgart II,CF,20,700000,2025-06-30,16,1273,5,5.89,2,0.56,14.6,26.9,Germany,"Germany, Greece",right,186,80,no,2.3,1.78,41.67,3.34,26.67,0.07,0.12,0.07,1.48,2.31,0.96,0,0,0,0,1.56,0.35,4,0.3,0.44,0,0,32,2.37,34.38,15.625,0.15,0.52,57.14,0.3,50,0.22,66.67,0.07,1.26,35.29,6.97,22.34,2.97,1.26,14.23,1.71,0.52,20.68,77.42,4.89,63.64,6.6,89.89,6.23,70.24,19.57,78.79,0.67,44.44,16.57,16.41,0.04,0.52,0,0.07,0.15,0,0.15,2.45,63.64,1.26,47.06,0.3,25,0.52,0.22,2.3,58.06,0,,0,,0,0,0,0,,,0,,,0.52,0.22,0,0,1,100
R. Reitz,Sint-Truiden,Borussia M'gladbach II,"RDMF, RCMF, DMF",20,650000,2024-06-30,5,417,0,0.1,2,0.83,18.78,62.07,Germany,Germany,right,176,72,yes,16.4,8.85,70.73,2.16,50,1.29,1.65,0.22,8.85,11.28,1.51,0,0,0,0,1.29,0,0,0,0.02,0,0,2,0.43,50,0,0.43,0,0,0,0,0,0,0,1.08,60,4.75,59.09,0,0.43,39.28,0.43,1.73,59.78,81.23,23.74,65.45,10.79,94,20.5,91.58,46.62,86.57,13.17,62.3,21.47,34.44,0.18,1.08,0,0,0.65,66.67,0.43,13.17,68.85,0.86,75,1.73,50,1.08,0,15.76,78.08,0,,0,,0,0,0,0,,,4.32,,,0.86,0,0,1.73,0,0
L. Voni?,Nürnberg II,Nürnberg II,"LW, CF, LAMF",19,600000,2024-06-30,36,3224,22,17.3,5,4.41,21.77,34.96,Croatia,Croatia,right,0,0,no,5.43,4.28,60.4,1.69,35.59,0.09,0.12,0.09,2.76,3.8,1.01,5,0.14,0,0,4.74,0.61,20,0.57,0.5,3,0.09,96,2.76,59.38,21.875,0.14,0.89,29.03,0.72,28,0.14,40,0.06,5.49,46.6,13.15,30.79,4.25,1.95,16.6,1.61,0.89,21.83,75.66,5.11,64.04,5.26,89.07,6.32,73.64,20.1,79.29,0.83,37.93,15.3,15.08,0.13,0.83,0.06,0.03,0.43,66.67,0.43,2.07,63.89,1.78,62.9,0.46,56.25,1.29,0.29,3.62,73.02,0,,0,,0,0,0,0,,,0.03,,,0,0,0,0.17,1,100
M. Krattenmacher,Unterhaching U19,Unterhaching,"LW, RW, CF",17,600000,2025-06-30,16,893,4,1.53,2,1.82,19.84,43.75,Germany,Germany,right,176,67,no,6.2,5.89,57.89,1.76,23.53,0,0,0,2.79,4.79,1.14,2,0.2,0,0,3,0.4,4,0.41,0.16,0,0,27,2.79,44.44,14.815,0.21,1.65,31.25,1.03,20,0.62,50,0.41,2.38,39.13,9.4,39.56,3.1,1.24,16.53,0.83,1.34,24.49,66.67,7.34,49.3,5.06,85.71,6.72,70.77,21.29,72.82,1.55,20,17.36,29.7,0.19,0.83,0,0,0.93,33.33,0.62,2.17,42.86,3.2,32.26,1.24,33.33,1.03,0.52,3.41,60.61,0,,0,,0,0,0,0,,,0.31,,,0,0,0,0.31,0,0
B. Bobzien,Austria Lustenau,Mainz 05 II,"CF, LW",20,600000,2025-06-30,17,1342,5,2.39,3,1.68,26.03,35.16,Germany,Germany,right,174,70,yes,2.18,2.93,51.28,2.48,12.12,0,0,0,0.68,0.85,1.13,3,0.2,0,0,5.02,0.34,4,0.3,0.18,0,0,17,1.28,52.94,23.529,0.23,1.43,47.37,0.98,46.15,0.45,50,0.08,7.5,45,16.58,37.56,3,3.9,20.03,1.8,2.25,27.75,78.65,6.98,64.52,7.95,92.45,6.68,78.65,25.95,80.64,0.53,57.14,14.61,15.66,0.13,1.13,0,0,0.75,40,0.53,2.33,41.94,2.33,67.74,0.83,45.45,1.5,0.68,2.7,80.56,0,,0,,0,0,0,0,,,0,,,0,0,0,0.08,0,0
K. Baah,Fortuna Düsseldorf,Fortuna Düsseldorf II,"CF, LW, RAMF",20,400000,2026-06-30,8,634,0,0.51,1,1.52,29.24,41.26,England,"England, Ghana",right,173,61,no,4.12,5.25,45.95,1.42,20,0.28,0.35,0,1.42,1.74,1.28,2,0.28,0,0,4.4,0,0,0,0.07,0,0,7,0.99,14.29,0,0.14,1.28,22.22,0.28,50,0.99,14.29,0.43,8.09,49.12,19.02,37.31,2.13,3.12,13.06,2.13,1.7,18.03,82.68,3.83,70.37,3.83,88.89,5.39,84.21,16.18,87.72,0.57,75,16.21,21.16,0.22,0.57,0,0,0.14,0,0.14,1.56,63.64,0.99,42.86,0.14,0,1.14,0.28,1.14,87.5,0,,0,,0,0,0,0,,,0,,,0,0,0,0.14,0,0
J. Janitzek,Bayern München II,Bayern München II,LCB,19,400000,2024-06-30,23,2020,2,1.65,0,0.33,13.32,59.87,Germany,Germany,left,192,79,no,9.85,5.26,65.25,4.5,65.35,0.67,1.05,0.67,5.75,9.04,0.8,2,0.09,0,0,0.58,0.09,2,0.09,0.07,2,0.09,11,0.49,36.36,18.182,0,0.13,66.67,0.09,50,0.04,100,0,0.36,62.5,1.16,38.46,0.8,1.51,52.22,0.36,0.4,70.35,91.77,29.58,86.6,1.96,86.36,34.26,96.23,63.76,95.11,6.46,59.31,22.36,38.92,0.01,0.18,0.04,0,0.09,100,0.04,8.64,72.68,0.71,25,0.53,33.33,0.13,0.09,11.54,81.85,0,,0,,0,0,0,0,,,1.34,,,0,0,0,0,0,0
T. Ernst,Hertha BSC,Hertha BSC II,,20,400000,2026-06-30,6,540,0,0,0,0,,,Germany,Germany,right,193,87,no,,,,,,,0,,,0,,1,0.17,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0
Y. Kabadayi,Bayern München II,Bayern München II,"LW, LAMF, LWF",19,400000,2024-06-30,21,1569,9,8.61,2,1.81,25.35,39.14,Germany,"Germany, Turkey",right,186,77,no,5.79,6.83,54.62,2.35,46.34,0.06,0.09,0.06,2.01,3.12,1.09,4,0.23,0,0,5.16,0.52,9,0.52,0.49,2,0.11,62,3.56,40.32,14.516,0.11,1.95,20.59,1.78,22.58,0.17,0,0.23,6.88,45.83,13.59,30.38,5.16,2.81,16.18,2.29,0.75,20.99,72.68,3.84,67.16,5.05,84.09,7.4,76.74,17.67,78.9,1.49,61.54,19.43,28.11,0.1,1.03,0.06,0.06,0.29,60,0.34,1.55,59.26,1.66,58.62,0.17,33.33,1.26,0.34,2.93,70.59,0,,0,,0,0,0,0,,,0.11,,,0.06,0.06,0,0.11,1,0
