Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
S. Iling-Junior,Juventus,Juventus Next Gen,"LW, LB, RW",19,3500000,2025-06-30,8,629,3,2.63,1,0.57,23.47,49.39,England,England,left,182,71,no,8.59,7.87,52.73,2.43,52.94,0.29,0.4,0.14,4.15,5.84,1.57,0,0,0,0,6.58,0.43,2,0.29,0.38,0,0,12,1.72,41.67,25,0.14,3,42.86,2.72,42.11,0.29,50,0,7.01,63.27,11.3,48.1,1.72,2,21.61,1.57,1,30.48,75.12,9.59,68.66,5.29,89.19,10.59,75.68,24.32,81.76,3.58,52,20.82,28.84,0.08,0.57,0.14,0,0.43,33.33,0.29,3.86,55.56,2.43,58.82,0.72,40,0.43,0.86,7.15,68,0,,0,,0,0,0,0,,,0.72,,,0.57,0.14,0,1.43,1,100
C. Da Graca,Juventus Next Gen,Juventus Next Gen,CF,20,900000,2024-06-30,23,1014,0,1.02,0,0.64,29.38,27.79,Italy,"Italy, Portugal",right,185,79,no,5.06,5.5,59.68,4.26,12.5,0.09,0.13,0.18,1.69,2.45,1.69,4,0.36,0,0,1.15,0,0,0,0.09,0,0,9,0.8,33.33,0,0,0.44,0,0.27,0,0.09,0,0,1.95,45.45,13.14,20.95,1.86,0.89,6.66,1.69,1.24,9.23,78.85,2.13,83.33,2.75,83.87,1.6,72.22,8.61,83.51,0.18,50,11.53,2.15,0.06,0.36,0,0,0,0,0.09,0.89,70,0.09,0,0,0,0.44,0,0.53,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
E. Barrenechea,Juventus,Juventus Next Gen,"DMF, LDMF",22,900000,2026-06-30,26,2261,4,2.76,1,0.95,24.32,59.57,Argentina,Argentina,left,188,84,no,15.25,9.31,68.8,4.94,64.52,0.76,1.1,0.48,8.08,11.8,1.27,8,0.32,0,0,1.39,0.16,2,0.08,0.11,1,0.04,21,0.84,33.33,19.048,0.04,0.32,37.5,0.12,66.67,0.16,0,0.08,1.35,64.71,5.65,45.77,0.36,0.76,35.86,0.24,1.75,58.28,85.38,16.56,68.99,8.68,95.41,25.75,92.43,50.19,88.74,7.76,65.64,20.07,36.97,0.04,0.52,0.04,0,0.16,75,0.16,9.16,75.22,1,44,0.48,41.67,0.32,0.2,9.95,69.2,0,,0,,0,0,0,0,,,0.48,,,0.08,0.08,50,0.04,2,100
M. Palumbo,Juventus Next Gen,Juventus Next Gen,"DMF, RDMF, LCMF",21,800000,2025-06-30,19,838,1,1.09,0,1.2,17.29,51.55,Norway,"Norway, Italy",left,183,75,yes,11.92,6.98,53.85,5.91,58.18,0.54,0.69,0.75,7.63,9.77,0.75,3,0.32,0,0,0.86,0.11,1,0.11,0.12,1,0.11,8,0.86,25,12.5,0,1.18,36.36,0.43,25,0.64,50,0,0.32,66.67,2.15,50,0.64,0.54,24.92,0.21,0.75,39.52,74.18,13.75,54.69,6.66,95.16,14.39,82.84,30.61,82.81,7.84,45.21,21.34,26.41,0.13,0.97,0,0,0.21,0,0.11,7.84,49.32,2.36,31.82,1.07,10,0.32,0.43,6.87,60.94,0,,0,,0,0,0,0,,,0.43,,,1.07,0.11,0,1.29,0,0
F. Nzouango,Juventus Next Gen,Juventus Next Gen,RCB,20,800000,,10,630,0,0,0,0,12.43,60.92,France,"France, Cameroon",right,188,74,no,9.14,5.86,73.17,4.14,48.28,0.14,0.2,0.14,4.71,6.6,0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,100,1.43,60,0.14,1.43,37.29,1.57,0.43,54.57,89.53,20.43,81.12,2.57,100,26,97.8,49,92.42,5.57,64.1,20.45,38.06,0,0,0,0,0,0,0,5.57,71.79,0.29,0,0,0,0,0,8.86,74.19,0,,0,,0,0,0,0,,,1.86,,,0,0,0,0,0,0
T. Muharemovi?,Juventus Next Gen,Juventus Next Gen,"LCB, CB",20,700000,2025-06-30,14,990,1,0.88,0,0,13.45,59.46,Slovenia,"Slovenia, Bosnia and Herzegovina",left,187,79,no,9.36,5.73,55.56,4.27,59.57,0.09,0.12,0.64,6.09,8.1,1.09,2,0.18,0,0,0.82,0.09,1,0.09,0.08,0,0,5,0.45,60,20,0,0.09,0,0,0,0.09,0,0,0.73,75,1.64,66.67,0.36,0.91,34.18,1.27,1.09,51.09,83.63,21.55,71.73,3.09,91.18,22.64,93.17,41.55,90.81,9.45,52.88,24.69,43.91,0,0,0,0,0,0,0,7.18,58.23,0.91,10,0.55,16.67,0.18,0,9.64,65.09,0,,0,,0,0,0,0,,,2.18,,,0,0,0,0,0,0
L. Rojas,Pro Vercelli,Pro Vercelli,"CF, LWF, LW",21,700000,2024-06-30,19,829,1,1.81,2,0.81,27.58,34.25,Chile,Chile,right,180,82,no,5.32,5.43,48,3.8,31.43,0.76,1.04,0,1.95,2.67,2.06,1,0.11,0,0,4.02,0.11,1,0.11,0.2,0,0,24,2.61,50,4.167,0.22,1.19,18.18,0.65,16.67,0.54,20,0.11,4.34,55,13.46,33.06,1.74,2.17,15.31,1.85,0.65,22.8,68.57,6.62,57.38,3.8,94.29,6.51,71.67,18.89,74.14,2.71,52,18.38,28.49,0.09,1.09,0,0,0.33,33.33,0.43,2.61,45.83,1.63,46.67,0.33,33.33,0.65,0.33,2.71,68,0,,0,,0,0,0,0,,,0.11,,,0.33,0.33,33.33,0.43,0,0
M. Delle Monache,Sampdoria,Pescara,"LWF, LAMF, LW",18,700000,,33,1507,5,2.56,2,2.1,23.65,39.9,Italy,Italy,right,170,63,no,4.78,6.69,42.86,2.39,12.5,0.36,0.58,0,1.55,2.52,2.87,5,0.3,0,0,4.48,0.3,5,0.3,0.15,0,0,24,1.43,29.17,20.833,0.12,1.55,26.92,1.31,22.73,0.24,50,0.3,6.03,55.45,11.53,42.49,3.11,3.52,18.21,1.02,1.02,26.28,79.77,5.79,64.95,7.88,87.88,7.7,79.07,23.35,85.17,1.43,50,17.05,15.7,0.13,1.07,0,0,0.48,62.5,0.54,1.85,77.42,1.85,41.94,0.54,55.56,1.07,0.48,3.88,69.23,0,,0,,0,0,0,0,,,0.06,,,0.06,0,0,0.06,0,0
R. Turicchia,Juventus Next Gen,Juventus Next Gen,"LB, LWB",20,600000,2025-06-30,19,1471,0,0.64,2,0.7,15.05,39.02,Italy,Italy,left,178,68,no,6.61,5.14,48.81,1.96,53.13,0.24,0.34,0.18,3.85,5.38,0.24,0,0,0,0,2.26,0,0,0,0.04,0,0,12,0.73,16.67,0,0.12,2.94,37.5,2.57,35.71,0.24,50,0.18,3.24,30.19,5.57,28.57,0.67,1.22,26.68,1.9,0.31,35.91,77.85,14.56,71.85,6.49,96.23,10.46,77.78,28.63,85.04,4.34,57.75,19.58,27.47,0.04,0.55,0,0,0.12,50,0.37,4.22,66.67,2.57,47.62,0.43,28.57,0.37,1.04,8.26,65.19,0,,0,,0,0,0,0,,,0.43,,,0,0,0,0,0,0
T. Barbieri,Juventus Next Gen,Juventus Next Gen,"RB, RWB",20,600000,2026-06-30,19,1638,0,0.66,1,1.77,18.96,51.01,Italy,Italy,right,181,73,no,10.27,7.91,61.81,1.87,35.29,0.55,0.79,0.44,4.84,6.91,1.76,9,0.49,0,0,3.63,0,0,0,0.04,0,0,17,0.93,11.76,0,0.05,3.9,36.62,1.26,56.52,2.64,27.08,0.55,3.52,57.81,6.32,52.17,0.93,2.31,30.77,4.07,1.32,40.38,75.65,15.6,65.14,6.48,98.31,13.41,80.33,29.45,86.38,7.2,51.91,21.18,38.66,0.1,0.71,0,0,0.16,33.33,0.49,5.38,65.31,3.68,38.81,0.6,27.27,0.38,1.37,9.23,66.67,0,,0,,0,0,0,0,,,0.44,,,0,0,0,0,0,0
